Account_Number,Batch_Number,Lab_Number,PosNo,Assoc_Number,Line_Number,Date_Sampled,Date_Received,Date_Reported,Grower,Field_ID,Sample_ID,Submitted_by,Company,Address_1,Address_2,City_State_Zip,Depth_1,Soil_pH,Buffer_pH,Lime_Legume_T_A,Lime_Non_T_A,Excess_Lime,Soluble_Salts,OM_pct,NO3_D1_ppm,NO3_D1_lbs_A,NO3_D2_ppm,NO3_D2_lbs_A,NO3_D3_ppm,NO3_D3_lbs_A,NO3_Total_lbs_A,NO3_Total_Depth,Bray_P1_ppm,Bicarb_P_ppm,Bray_P2_ppm,Mehlich2_P_ppm,Mehlich3_P_ppm,SO4_ppm,ExchK_ppm,ExchCa_ppm,ExchMg_ppm,ExchNa_ppm,Zn_ppm,Fe_ppm,Mn_ppm,Cu_ppm,Boron_ppm,CEC_me_100g,Base_Sat_pct,H_Sat_pct,Ca_Sat_pct,Mg_Sat_pct,K_Sat_pct,Na_Sat_pct,SOL_Ca_me_L,SOL_Mg_me_L,SOL_Na_me_L,SAR,ESP,Gypsum_T_A,Sand_pct,Silt_pct,Clay_pct,Soil_Texture,Cl_D1_ppm,Cl_D1_lbs_A,Cl_D2_ppm,Cl_D2_lbs_A,Cl_Total_lbs_A,NH4_D1_ppm,NH4_D1_lbs_A,Al_ppm,Total_Nitrogen_pct,xCrop_Name,xCrop_Yield_Unit,xRec_N_lbs_A,xRec_P2O5_lbs_A,xRec_K2O_lbs_A,xRec_S_lbs_A,xRec_Zn_lbs_A,xRec_MgO_lbs_A,xRec_Fe_lbs_A,xRec_Mn_lbs_A,xRec_Cu_lbs_A,xRec_B_lbs_A,xRec_Cl_lbs_A,xRec_Lime_T_A,HM_As_ppm,HM_Ba_ppm,HM_Cd_ppm,HM_Cr_ppm,HM_Co_ppm,HM_Pb_ppm,HM_Mo_ppm,HM_Ni_ppm,HM_Se_ppm,HM_Ag_ppm
42150,102203,516697,,208088,4,,10/22/2003,10/28/2003,PCP,,F6 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.1,,,,N,0.52,0.5,2.8,10,,,,,10,,,5,,,,11,34,1450,484,157,0.3,22.8,6.6,2.1,0.3,12.1,100,0,60,33,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516698,,208089,1,,10/22/2003,10/28/2003,PCP,,F7 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,1.14,2.3,44.1,159,,,,,159,,,18,,,,17,544,1030,457,652,0.9,55.4,46.1,3.2,1.5,13.2,100,0,39,29,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516699,,208089,2,,10/22/2003,10/28/2003,PCP,,F7 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,1.1,1.2,45.8,165,,,,,165,,,12,,,,15,181,1230,536,457,0.5,38.8,11.2,2.2,0.8,13.1,100,0,47,34,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516700,,208089,3,,10/22/2003,10/28/2003,PCP,,F7 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,6.8,6.9,,,N,0.92,1.8,65.2,235,,,,,235,,,17,,,,18,283,1090,447,395,0.9,74,15.8,3.2,0.9,12.6,92,8,42,30,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516701,,208089,4,,10/22/2003,10/28/2003,PCP,,F7 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,0.82,0.8,43.7,157,,,,,157,,,9,,,,14,172,1340,699,458,0.4,41.5,10.2,2,0.6,15,100,0,45,39,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516702,,208090,1,,10/22/2003,10/28/2003,PCP,,F8 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.3,,,,N,0.64,1.9,2.8,10,,,,,10,,,10,,,,17,238,890,313,697,2.2,65.8,31.1,3.1,0.8,10.7,100,0,42,24,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516703,,208090,2,,10/22/2003,10/28/2003,PCP,,F8 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.26,0.3,1.4,5,,,,,5,,,6,,,,4,37,1040,324,733,0.2,16.5,7.3,0.9,0.4,11.2,100,0,46,24,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516704,,208090,3,,10/22/2003,10/28/2003,PCP,,F8 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.36,0.6,1.5,5,,,,,5,,,7,,,,6,59,1010,332,701,0.5,24.7,10.8,1.4,0.5,11,100,0,46,25,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,102203,516705,,208090,4,,10/22/2003,10/28/2003,PCP,,F8 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.2,,,,N,0.6,1.2,3.4,12,,,,,12,,,11,,,,14,214,940,321,650,1.2,54,19.3,3,0.7,10.7,100,0,44,25,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548604,,224793,1,,6/15/2004,6/17/2004,PCP,,F2 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.2,,,,N,0.4,2.5,6.3,23,,,,,23,,,51,,,,9,652,810,203,271,3.7,79.9,47.2,3.6,0.9,8.6,100,0,47,20,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548605,,224793,2,,6/15/2004,6/17/2004,PCP,,F2 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.42,2.1,7,25,,,,,25,,,45,,,,9,682,700,196,411,7.8,79,51.1,3.5,0.4,8.7,100,0,40,19,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548606,,224793,3,,6/15/2004,6/17/2004,PCP,,F2 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.8,,,,N,0.6,0.4,5,18,,,,,18,,,14,,,,6,207,980,248,793,0.8,20.7,19.7,1.8,0.3,10.9,100,0,44,19,5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548607,,224793,4,,6/15/2004,6/17/2004,PCP,,F2 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.5,,,,N,0.54,0.9,11.4,41,,,,,41,,,28,,,,8,447,810,215,599,1.2,34.6,26.5,2.3,0.3,9.6,100,0,42,19,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548608,,224794,1,,6/15/2004,6/17/2004,PCP,,F3 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.42,1.7,2.6,9,,,,,9,,,15,,,,9,369,910,259,559,1.1,90.2,61.8,2.8,0.8,10.1,100,0,46,21,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548609,,224794,2,,6/15/2004,6/17/2004,PCP,,F3 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8,,,,N,0.58,1.2,2.3,8,,,,,8,,,10,,,,17,213,1100,295,689,0.8,107,73.9,2.3,0.9,11.5,100,0,48,21,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548610,,224794,3,,6/15/2004,6/17/2004,PCP,,F3 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.58,0.9,2.2,8,,,,,8,,,9,,,,15,111,1040,294,658,0.5,78.7,50.2,1.7,0.4,10.8,100,0,47,23,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548611,,224794,4,,6/15/2004,6/17/2004,PCP,,F3 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.54,0.7,2.2,8,,,,,8,,,8,,,,13,106,1120,323,686,0.5,64.8,40.8,1.7,0.7,11.5,100,0,49,23,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548612,,224795,1,,6/15/2004,6/17/2004,PCP,,F4 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.4,,,,N,0.6,2.3,10.3,37,,,,,37,,,36,,,,30,450,1340,95,177,1.8,110,40.4,3.1,0.4,9.4,100,0,72,8,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548613,,224795,2,,6/15/2004,6/17/2004,PCP,,F4 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.7,1.3,7.6,27,,,,,27,,,20,,,,29,414,1460,128,296,1,96,52.4,2.7,1,10.7,100,0,68,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548614,,224795,3,,6/15/2004,6/17/2004,PCP,,F4 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,0.82,0.4,3.4,12,,,,,12,,,9,,,,37,220,1360,238,485,0.4,42.9,40.7,2,1,11.5,100,0,60,17,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548615,,224795,4,,6/15/2004,6/17/2004,PCP,,F4 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.78,0.9,6.5,23,,,,,23,,,14,,,,36,301,1370,175,372,0.6,45,32.7,2.2,1,10.7,100,0,64,14,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548616,,224796,1,,6/15/2004,6/17/2004,PCP,,F5 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,6.7,7,,,N,0.54,2.1,12.4,45,,,,,45,,,16,,,,35,315,1280,50,101,1.3,58.6,34,2.9,0.8,8.1,100,0,80,5,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548617,,224796,2,,6/15/2004,6/17/2004,PCP,,F5 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.2,,,,N,0.52,1,5.7,21,,,,,21,,,10,,,,31,311,1380,66,122,0.7,36.9,32.1,2.3,0.5,8.8,100,0,79,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548618,,224796,3,,6/15/2004,6/17/2004,PCP,,F5 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.3,,,,N,0.58,1.3,8.8,32,,,,,32,,,14,,,,38,219,1360,135,159,0.7,39.5,27.7,2,0.9,9.2,100,0,74,12,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548619,,224796,4,,6/15/2004,6/17/2004,PCP,,F5 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.2,,,,N,0.64,1.4,9.5,34,,,,,34,,,13,,,,39,211,1310,129,156,0.7,38.8,25.2,2,0.4,8.8,100,0,74,12,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548621,,224798,1,,6/15/2004,6/17/2004,PCP,,F6 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,6.8,7,,,N,0.34,1.8,7.8,28,,,,,28,,,19,,,,13,399,1030,105,121,1.8,81.4,21.8,2.8,0.4,7.6,100,0,67,12,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548622,,224798,2,,6/15/2004,6/17/2004,PCP,,F6 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,0.28,0.8,4.4,16,,,,,16,,,11,,,,12,261,1020,183,189,0.8,45.1,19.7,2.2,0.8,8.1,100,0,63,19,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548623,,224798,3,,6/15/2004,6/17/2004,PCP,,F6 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,0.4,0.4,2.5,9,,,,,9,,,25,,,,18,25,830,279,589,0.3,17.8,10.4,1.8,0.2,9.1,100,0,45,26,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548624,,224798,4,,6/15/2004,6/17/2004,PCP,,F6 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.34,0.7,2.7,10,,,,,10,,,10,,,,13,100,940,252,407,0.3,23,13.4,2,0.6,8.8,100,0,53,24,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548625,,224799,1,,6/15/2004,6/17/2004,PCP,,F7 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,6.5,7,,,N,0.76,2.2,37.4,135,,,,,135,,,35,,,,21,335,680,283,303,1.4,166,40.3,4,0.3,7.9,100,0,42,30,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548626,,224799,2,,6/15/2004,6/17/2004,PCP,,F7 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.4,,,,N,0.78,1.7,26.5,95,,,,,95,,,21,,,,12,550,940,397,348,0.8,77.3,29.9,3.3,0.9,10.9,100,0,43,30,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548627,,224799,3,,6/15/2004,6/17/2004,PCP,,F7 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.74,0.8,16.9,61,,,,,61,,,11,,,,7,204,1310,745,352,0.4,38.9,16.6,2.1,0.7,14.8,100,0,44,42,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548628,,224799,4,,6/15/2004,6/17/2004,PCP,,F7 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.4,0.1,9.1,33,,,,,33,,,4,,,,4,32,1500,912,178,0.1,10.2,7.3,0.5,0.3,16,100,0,46,48,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548629,,224800,1,,6/15/2004,6/17/2004,PCP,,F8 1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.6,,,,N,0.32,0.2,6.3,23,,,,,23,,,7,,,,9,165,890,320,286,0.3,21.4,15.4,1.8,0.8,8.8,100,0,51,30,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548630,,224800,2,,6/15/2004,6/17/2004,PCP,,F8 2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.36,0.4,8.5,31,,,,,31,,,8,,,,8,202,790,258,429,0.5,27.3,11.8,1.8,0.7,8.5,100,0,47,25,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548631,,224800,3,,6/15/2004,6/17/2004,PCP,,F8 3 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.36,0.4,6.5,23,,,,,23,,,11,,,,8,86,930,317,610,0.4,25.5,13.7,1.4,0.7,10.2,100,0,46,26,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,61504,548632,,224800,4,,6/15/2004,6/17/2004,PCP,,F8 4 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8,,,,N,0.38,0.1,4.1,15,,,,,15,,,6,,,,12,58,900,294,722,0.3,18.6,11,1.2,0.8,10.2,100,0,44,24,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546606,,223934,1,,4/22/2004,4/30/2004,PCP,,F2 1FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.6,,,,N,0.7,1,9.5,34,,,,,34,,,16,,,,25,484,950,217,696,1.1,30.9,16,2.8,1,10.8,100,0,44,17,11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546607,,223934,2,,4/22/2004,4/30/2004,PCP,,F2 2FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,9,,,,N,0.52,0.3,5.4,19,,,,,19,,,6,,,,24,85,1020,248,875,0.5,14.2,11.3,1.3,0.8,11.2,100,0,46,18,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546608,,223934,3,,4/22/2004,4/30/2004,PCP,,F2 3FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.8,,,,N,0.76,0.6,9.4,34,,,,,34,,,8,,,,27,93,1080,291,800,0.4,18.6,5.8,1.3,0.7,11.5,100,0,47,21,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546609,,223934,4,,4/22/2004,4/30/2004,PCP,,F2 4FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.5,,,,N,0.38,0.1,3,11,,,,,11,,,4,,,,28,37,1180,374,606,0.1,12,3.7,1.5,0.6,11.7,100,0,50,27,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546610,,223936,1,,4/22/2004,4/30/2004,PCP,,F3 1FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.56,2.1,10.7,39,,,,,39,,,11,,,,37,353,880,243,507,1.3,51.9,10,3.6,0.9,9.5,100,0,47,21,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546611,,223936,2,,4/22/2004,4/30/2004,PCP,,F3 2FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,0.78,1.6,11.5,41,,,,,41,,,8,,,,38,262,1100,293,683,0.5,29.9,7.4,2,1,11.6,100,0,47,21,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546612,,223936,3,,4/22/2004,4/30/2004,PCP,,F3 3FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.7,,,,N,1.16,0.6,5.3,19,,,,,19,,,5,,,,47,104,1130,373,916,0.2,19,6.4,1.9,0.8,13,100,0,43,24,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546613,,223936,4,,4/22/2004,4/30/2004,PCP,,F3 4FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.66,0.4,1.9,7,,,,,7,,,2,,,,33,29,1120,444,538,0.1,12.4,7.3,0.2,0.3,11.7,100,0,47,32,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546614,,223937,1,,4/22/2004,4/30/2004,PCP,,F4 1FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,0.62,1.1,17.9,64,,,,,64,,,11,,,,38,485,1090,74,160,0.4,45.5,8.5,2.7,0.9,8,100,0,67,8,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546615,,223937,2,,4/22/2004,4/30/2004,PCP,,F4 2FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.7,0.7,2.1,8,,,,,8,,,7,,,,46,285,1250,207,387,0.2,20.3,5.4,1.6,0.8,10.4,100,0,60,17,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546616,,223937,3,,4/22/2004,4/30/2004,PCP,,F4 3FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,1.2,0.3,3.9,14,,,,,14,,,3,,,,79,62,1280,443,645,0.1,15.8,3.3,1.9,0.5,13.1,100,0,50,28,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546617,,223937,4,,4/22/2004,4/30/2004,PCP,,F4 4FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,1.04,0.6,4.2,15,,,,,15,,,6,,,,83,96,1310,397,571,0.2,19.5,5.8,1.4,0.5,12.6,100,0,52,26,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546618,,223938,1,,4/22/2004,4/30/2004,PCP,,F5 1FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,0.48,0.4,4.3,15,,,,,15,,,8,,,,37,120,1140,182,228,0.1,21.1,6.4,2,0.7,8.5,100,0,66,18,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546619,,223938,2,,4/22/2004,4/30/2004,PCP,,F5 2FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.58,0.7,12.4,45,,,,,45,,,11,,,,59,218,1300,107,154,0.5,33,6,2.7,1,8.6,100,0,76,10,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546620,,223938,3,,4/22/2004,4/30/2004,PCP,,F5 3FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.46,0.1,1,4,,,,,4,,,11,,,,51,50,1050,321,351,0.2,30.1,11.2,2.1,0.4,9.6,100,0,55,28,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,42204,546621,,223938,4,,4/22/2004,4/30/2004,PCP,,F5 4FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8,,,,N,0.4,0.2,0.5,2,,,,,2,,,9,,,,55,63,1110,285,315,0.4,30.8,13.1,2.3,0.5,9.5,100,0,59,25,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,20504,537730,,218044,1,,2/5/2004,2/9/2004,PCP,,F2 01 04  1 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.6,,,,N,0.66,1.8,0.7,3,,,,,3,,,29,,,,8,612,710,183,824,2.1,44.2,84.3,3,1,10.2,100,0,35,15,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,20504,537731,,218044,2,,2/5/2004,2/9/2004,PCP,,F2 01 04  2 FT,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY CHICO,CHICO CA 95929-0310,0-12,8.9,,,,N,0.7,0.4,0.4,1,,,,,1,,,8,,,,11,235,870,172,990,0.7,16.1,18.6,1.6,0.7,10.7,100,0,41,13,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
